Distance,Delivery_Person_Experience,Restaurant_Rating,Customer_Rating,Delivery_Time,Order_Cost,Tip_Amount,Weather_Conditions_Rainy,Weather_Conditions_Snowy,Weather_Conditions_Sunny,Traffic_Conditions_Low,Traffic_Conditions_Medium,Order_Priority_Low,Order_Priority_Medium,Order_Time_Evening,Order_Time_Morning,Order_Time_Night,Vehicle_Type_Bike,Vehicle_Type_Car,Customer_Lat,Customer_Lon,Restaurant_Lat,Restaurant_Lon,distance_calculated,is_peak_hour
1.79,2,3.4,3.2,67.91,1978.19,50.22,False,False,True,True,False,True,False,False,False,True,True,False,20.093991,77.557169,15.361076,77.773152,526.7727074761004,True
23.24,8,3.8,3.5,40.05,936.12,4.82,False,True,False,True,False,False,False,False,True,False,True,False,12.184481,78.571935,15.448233,87.322424,1011.9663566068743,False
4.33,3,3.5,4.5,69.78,1275.58,12.8,True,False,False,True,False,False,False,False,False,False,False,True,18.598996,86.776024,21.6533,87.095368,341.2552090308336,False
1.99,5,3.1,3.1,114.28,1631.32,61.65,False,True,False,False,False,False,False,False,False,False,True,False,12.677288,78.720236,13.002898,83.304578,498.3183954477069,False
13.12,6,3.6,2.6,74.41,1255.25,34.79,False,False,True,True,False,False,True,True,False,False,False,False,15.377983,79.255275,21.49081,77.574597,702.4285370128309,True
5.91,4,3.8,3.9,64.18,1826.15,88.94,False,False,True,False,False,True,False,False,False,False,False,True,18.387832,87.273872,17.503424,77.504882,1037.9513513479003,False
22.34,9,2.8,4.7,82.96,1486.04,1.47,True,False,False,True,False,True,False,False,False,False,False,True,14.643992,87.6362,13.218537,84.461725,377.4796683249544,False
1.9,9,2.9,4.2,93.2,774.62,55.02,True,False,False,False,True,False,False,False,True,False,True,False,14.574055,85.527795,17.782054,85.624903,356.8638747606423,False
7.38,8,4.3,4.3,50.02,1278.76,5.23,False,True,False,False,True,True,False,True,False,False,False,True,17.182709,87.525208,13.911681,79.685464,915.0486607788919,True
5.29,8,3.7,4.5,48.26,1805.37,10.64,False,True,False,True,False,False,False,False,False,False,False,True,14.973994,85.806414,14.300498,82.465042,367.1973496970601,False
17.44,7,4.7,2.9,111.18,1373.29,83.65,False,False,False,False,True,True,False,True,False,False,True,False,20.881705,84.488008,15.892642,84.329409,555.0106426677219,True
9.31,8,3.3,3.3,80.11,1848.91,89.12,False,True,False,False,False,True,False,False,False,False,False,True,16.269274,79.144391,16.964307,86.495532,787.0272493606647,False
5.24,6,2.5,2.9,97.07,994.21,17.9,False,False,False,True,False,False,False,True,False,False,True,False,21.650926,84.2105,12.159673,82.788761,1066.1319780923473,True
7.19,8,4.3,3.1,84.34,767.6,12.12,True,False,False,True,False,False,False,True,False,False,False,True,14.625182,86.23251,14.339907,83.154075,332.9408493550166,True
2.46,7,3.3,4.4,114.21,1319.04,53.84,False,False,False,False,True,True,False,False,False,False,False,True,17.456111,86.790905,13.723872,81.030834,743.3971677948305,False
18.82,2,4.6,4.0,56.78,1109.45,27.27,True,False,False,False,True,False,False,False,False,True,False,False,21.471948,87.230396,15.947534,87.383889,614.4992615630246,True
11.39,2,3.5,4.0,100.28,774.81,2.17,False,False,True,True,False,True,False,False,False,True,False,False,14.965888,81.906201,14.940091,84.55996,285.1050738805253,True
7.38,8,3.3,3.8,30.49,1401.99,31.25,False,False,True,True,False,False,False,False,True,False,False,True,14.035437,80.510094,16.222415,85.337904,572.3988404193772,False
3.25,3,4.9,4.3,89.21,1588.69,64.95,True,False,False,True,False,False,True,False,False,False,False,False,20.773298,79.778064,13.79002,83.576672,874.8486083211254,False
3.56,2,4.0,3.7,37.65,644.0,94.88,False,True,False,True,False,True,False,True,False,False,False,False,19.403962,83.292579,14.554876,82.437211,546.8075527042134,True
6.6,6,4.5,3.4,106.64,179.95,45.34,False,False,True,False,True,False,False,False,False,True,False,True,21.04265,83.613264,21.284686,83.488263,29.871927002732637,True
23.87,8,2.9,2.6,74.95,1630.33,47.59,True,False,False,True,False,False,False,False,False,False,False,False,12.094598,84.480602,12.500315,80.8749,394.3216317391829,False
10.56,2,3.6,3.4,105.41,1767.21,52.66,True,False,False,True,False,True,False,False,False,False,True,False,14.418136,81.056051,15.882562,86.681126,625.278993740622,False
15.36,1,4.8,4.8,82.62,1223.63,14.51,False,True,False,False,False,False,False,True,False,False,False,False,13.403093,81.228431,14.771298,77.33628,446.4754758768595,True
4.33,8,4.0,3.7,101.25,1820.44,92.24,False,True,False,True,False,True,False,False,False,True,True,False,16.4978,81.202966,13.435223,78.026865,482.0183337375336,True
22.68,1,2.9,3.4,98.75,693.33,16.12,True,False,False,True,False,True,False,False,True,False,False,False,12.823713,86.24385,17.741438,80.52411,821.6539342465899,False
6.53,2,3.6,4.8,90.18,866.3,91.17,True,False,False,True,False,True,False,True,False,False,False,False,21.300802,78.099101,15.235271,79.650149,694.0320890711349,True
18.2,4,4.8,3.3,119.46,975.58,69.67,True,False,False,False,False,False,True,False,True,False,False,True,13.634688,81.317357,19.198154,79.886316,637.1633237044277,False
23.82,8,4.7,4.0,50.39,1432.26,66.34,False,False,False,False,False,False,True,False,False,True,True,False,17.910045,81.56199,18.098924,87.896124,670.130652041152,True
6.09,8,3.0,3.6,90.54,1720.25,40.27,False,True,False,False,True,True,False,False,False,True,False,False,21.66459,82.226635,16.892341,80.554716,558.8912023421522,True
20.61,4,2.9,3.4,73.2,1356.58,5.1,False,True,False,False,False,False,True,False,False,False,True,False,14.575401,82.55641,13.625369,82.418092,106.68668932434166,False
24.06,9,3.9,4.8,53.94,354.39,85.25,True,False,False,False,False,True,False,False,False,True,False,True,12.094497,82.893369,19.135509,86.659978,880.5800927916941,True
9.18,2,4.6,3.2,78.58,323.73,48.91,False,True,False,True,False,True,False,False,True,False,True,False,19.360304,84.132424,20.941636,77.01334,763.581775517642,False
